gid,objectid,statefp,placefp,geoid,name,namelsad,geonum,x,y,geom
348,348,08,33420,0833420,Guffey,Guffey CDP,10833420,-105.502,38.7591,0101000020AD10000033C8D6C527605AC0A4AE8EAC2A614340
349,349,08,33502,0833502,Gunbarrel,Gunbarrel CDP,10833502,-105.171,40.0634,0101000020AD10000038546394F34A5AC0AADB32E31B084440
350,350,08,34685,0834685,Hasty,Hasty CDP,10834685,-102.956,38.1066,0101000020AD100000D8A26FD931BD59C0A8A4059DA30D4340
351,351,08,35400,0835400,Heeney,Heeney CDP,10835400,-106.3,39.8711,0101000020AD1000004DC89B5F34935AC0AB7B61707FEF4340
352,352,08,35860,0835860,Hidden Lake,Hidden Lake CDP,10835860,-105.478,40.1055,0101000020AD100000E86B8606935E5AC0C33B309C810D4440
353,353,08,36410,0836410,Highlands Ranch,Highlands Ranch CDP,10836410,-104.971,39.5419,0101000020AD100000C09C0C24213E5AC0344726305EC54340
354,354,08,36940,0836940,Hoehne,Hoehne CDP,10836940,-104.389,37.2814,0101000020AD1000000E9A35D4E6185AC06580CD8406A44240
355,355,08,37220,0837220,Holly Hills,Holly Hills CDP,10837220,-104.922,39.6678,0101000020AD100000CF4B809AFD3A5AC043EE50B479D54340
356,356,08,37655,0837655,Howard,Howard CDP,10837655,-105.842,38.4098,0101000020AD1000003CB5ECE8E9755AC0DA11FDDE72344340
357,357,08,38425,0838425,Idalia,Idalia CDP,10838425,-102.294,39.7029,0101000020AD1000000E580910CE9259C09C459B2DF9D94340
358,358,08,38480,0838480,Idledale,Idledale CDP,10838480,-105.243,39.6689,0101000020AD100000ED4F7371904F5AC0A9A8DA6C9FD54340
359,359,08,38810,0838810,Indian Hills,Indian Hills CDP,10838810,-105.251,39.6294,0101000020AD100000A9A6F2BC0D505AC06177357191D04340
360,360,08,38910,0838910,Inverness,Inverness CDP,10838910,-104.862,39.5797,0101000020AD100000B389B7C831375AC0BE0BC12032CA4340
361,361,08,39160,0839160,Jackson Lake,Jackson Lake CDP,10839160,-104.071,40.3757,0101000020AD100000F09288468E045AC0FA1B630417304440
362,362,08,39250,0839250,Jansen,Jansen CDP,10839250,-104.55,37.1582,0101000020AD100000971FBFF834235AC0B6A171863E944240
363,363,08,39745,0839745,Joes,Joes CDP,10839745,-102.678,39.6559,0101000020AD100000F30364756CAB59C01DDF20F6F5D34340
364,364,08,39800,0839800,Johnson Village,Johnson Village CDP,10839800,-106.107,38.8119,0101000020AD1000002D0042EBDA865AC0BB4AD728EC674340
365,365,08,40377,0840377,Ken Caryl,Ken Caryl CDP,10840377,-105.114,39.5768,0101000020AD100000736566EA47475AC0799C9CDBD5C94340
366,366,08,40550,0840550,Keystone,Keystone CDP,10840550,-105.938,39.5901,0101000020AD1000005255BE990D7C5AC045FC313287CB4340
367,367,08,40900,0840900,Kirk,Kirk CDP,10840900,-102.592,39.6127,0101000020AD1000003FCB413DE3A559C0A0A59A986CCE4340
368,368,08,41065,0841065,Kittredge,Kittredge CDP,10841065,-105.305,39.6593,0101000020AD100000F0B8F23C7D535AC0554868DD63D44340
369,369,08,42000,0842000,Laird,Laird CDP,10842000,-102.102,40.0818,0101000020AD100000F5258C7E858659C05F617B76780A4440
370,370,08,42165,0842165,La Junta Gardens,La Junta Gardens CDP,10842165,-103.555,38.0014,0101000020AD100000570212AB82E359C0D1BC15332C004340
371,371,08,43220,0843220,Laporte,Laporte CDP,10843220,-105.144,40.6385,0101000020AD1000004BF707FF3C495AC08DA1898EBA514440
372,372,08,44270,0844270,Lazy Acres,Lazy Acres CDP,10844270,-105.331,40.0837,0101000020AD100000289AF17733555AC0F58C2198B60A4440
373,373,08,44375,0844375,Leadville North,Leadville North CDP,10844375,-106.311,39.2605,0101000020AD1000007A91C6DEE9935AC02FAF51BA56A14340
374,374,08,44595,0844595,Lewis,Lewis CDP,10844595,-108.66,37.5017,0101000020AD10000074225B693E2A5BC01E929D3638C04240
375,375,08,44695,0844695,Leyner,Leyner CDP,10844695,-105.107,40.0511,0101000020AD1000002FE8D249E0465AC063CA8C9F8B064440
376,376,08,45145,0845145,Lincoln Park,Lincoln Park CDP,10845145,-105.213,38.4255,0101000020AD1000008815F490A24D5AC09B0FCE8476364340
377,377,08,45680,0845680,Loghill Village,Loghill Village CDP,10845680,-107.779,38.1962,0101000020AD10000000A0613ADAF15AC021A9078D1C194340
378,378,08,45750,0845750,Loma,Loma CDP,10845750,-108.805,39.2075,0101000020AD100000DCCECC7E85335BC0CC0890CF8F9A4340
379,379,08,46410,0846410,Louviers,Louviers CDP,10846410,-105.003,39.4799,0101000020AD1000008FEAB9BA36405AC000DFAB416CBD4340
380,380,08,47015,0847015,Lynn,Lynn CDP,10847015,-104.643,37.4219,0101000020AD10000063E2F0E927295AC0C2F8E81C01B64240
381,381,08,47345,0847345,McCoy,McCoy CDP,10847345,-106.726,39.9144,0101000020AD10000068C1653E72AE5AC0DAA448770AF54340
382,382,08,49325,0849325,Maybell,Maybell CDP,10849325,-108.089,40.519,0101000020AD100000EBFD212FAF055BC0DE97D5E76D424440
383,383,08,49490,0849490,Maysville,Maysville CDP,10849490,-106.216,38.5305,0101000020AD1000008087C867CC8D5AC015624619E6434340
384,384,08,50012,0850012,Meridian,Meridian CDP,10850012,-104.847,39.5388,0101000020AD10000037C401FF3C365AC038F7544CF7C44340
385,385,08,50380,0850380,Midland,Midland CDP,10850380,-105.158,38.8468,0101000020AD1000008378C18D1A4A5AC079422DB7646C4340
386,386,08,51975,0851975,Morgan Heights,Morgan Heights CDP,10851975,-103.827,40.2875,0101000020AD10000023B65FDEF4F459C0D3FF498BCC244440
387,387,08,52210,0852210,Mountain Meadows,Mountain Meadows CDP,10852210,-105.383,40.027,0101000020AD10000010E8124F85585AC0776612FF75034440
388,388,08,52820,0852820,Mulford,Mulford CDP,10852820,-107.166,39.4064,0101000020AD100000610CD4889FCA5AC0AA43E57003B44340
389,389,08,53780,0853780,Niwot,Niwot CDP,10853780,-105.155,40.098,0101000020AD1000002E815866EF495AC05AC597448B0C4440
390,390,08,53875,0853875,No Name,No Name CDP,10853875,-107.293,39.5597,0101000020AD1000003AE5BA7DBDD25AC05CDD05DAA4C74340
391,391,08,53945,0853945,Norrie,Norrie CDP,10853945,-106.656,39.3281,0101000020AD100000230C7A6B00AA5AC012E2003800AA4340
392,392,08,54495,0854495,North La Junta,North La Junta CDP,10854495,-103.523,37.9985,0101000020AD100000A20F28D673E159C07F7DFE84CFFF4240
393,393,08,54750,0854750,North Washington,North Washington CDP,10854750,-104.979,39.8085,0101000020AD100000FCC30A16AC3E5AC07CE4001B7CE74340
394,394,08,55925,0855925,Orchard,Orchard CDP,10855925,-104.118,40.332,0101000020AD1000008C72B0048A075AC04FC5E0027F2A4440
395,395,08,56035,0856035,Orchard Mesa,Orchard Mesa CDP,10856035,-108.517,39.0364,0101000020AD1000005ED7A09E13215BC0A7AF7662A8844340
396,396,08,56695,0856695,Padroni,Padroni CDP,10856695,-103.173,40.7818,0101000020AD1000001671034B17CB59C0E5BC0D7B12644440
397,397,08,57445,0857445,Paragon Estates,Paragon Estates CDP,10857445,-105.181,39.9802,0101000020AD100000EDEBF5C0994B5AC0063979EB75FD4340
398,398,08,57850,0857850,Parshall,Parshall CDP,10857850,-106.176,40.0556,0101000020AD10000018E8DB83438B5AC03E01EEAA1C074440
399,399,08,58400,0858400,Penrose,Penrose CDP,10858400,-105,38.4213,0101000020AD1000008C540E9E06405AC090B0DE1FED354340
400,400,08,58510,0858510,Peoria,Peoria CDP,10858510,-104.146,39.665,0101000020AD100000F4EA019351095AC0DA042B2E1ED54340
401,401,08,58592,0858592,Perry Park,Perry Park CDP,10858592,-104.982,39.2595,0101000020AD100000F9C54D8EDF3E5AC06A551CA738A14340
402,402,08,58675,0858675,Peyton,Peyton CDP,10858675,-104.49,39.033,0101000020AD100000B17BEFBE621F5AC05FBB73A638844340
403,403,08,58785,0858785,Phippsburg,Phippsburg CDP,10858785,-106.951,40.2301,0101000020AD1000005089FBD8D9BC5AC036BE8A33751D4440
404,404,08,58960,0858960,Piedra,Piedra CDP,10858960,-107.168,37.4418,0101000020AD1000004B48EB7DC7CA5AC0A6E6EEB68CB84240
405,405,08,59240,0859240,Pine Brook Hill,Pine Brook Hill CDP,10859240,-105.31,40.0473,0101000020AD100000871C1FBCD9535AC07ACEC6E60C064440
406,406,08,60655,0860655,Ponderosa Park,Ponderosa Park CDP,10860655,-104.636,39.3987,0101000020AD1000007FC3CD97AC285AC03DBE1BC209B34340
407,407,08,60765,0860765,Portland,Portland CDP,10860765,-107.695,38.0892,0101000020AD100000E7F2DAB77EEC5AC0691EB39B6B0B4340
408,408,08,62220,0862220,Pueblo West,Pueblo West CDP,10862220,-104.727,38.3551,0101000020AD100000EEF6E406802E5AC0552BB486732D4340
